target,provider,lead,tmax,tmin,precip,wind
2026-06-17,gfs,7,25.7,13.1,0,15.8
2026-06-17,icon,1,20,13.3,0.5,16
2026-06-17,icon,2,18.1,13.1,0.2,10.5
2026-06-17,icon,3,19.5,13.3,2,11.4
2026-06-17,icon,4,17.9,12.2,0,11.9
2026-06-17,icon,5,21.9,7,0,8.3
2026-06-17,icon,6,22.1,8.9,0,10.9
2026-06-17,ukmo,1,19.9,11.1,0.4,13.7
2026-06-17,ukmo,2,19.9,12.1,0.3,14
2026-06-17,ukmo,3,20.9,12.7,1.3,14.4
2026-06-17,ukmo,4,20.7,11.7,3.6,14.8
2026-06-17,ukmo,5,22,11.6,0.1,16.6
2026-06-17,ukmo,6,23.5,7,0,18.4
2026-06-18,arpege,1,25.5,14.5,0,
2026-06-18,arpege,2,24.1,13.5,0,
2026-06-18,arpege,3,24.9,15.2,0,
2026-06-18,ecmwf,1,24.7,13,0,10.1
2026-06-18,ecmwf,2,23.9,13.2,0.6,12.6
2026-06-18,ecmwf,3,23.9,13.5,0.3,12.1
2026-06-18,ecmwf,4,24,12.1,0.3,10.6
2026-06-18,ecmwf,5,24.6,13.9,0,17.3
2026-06-18,ecmwf,6,22.4,14.5,0.3,19
2026-06-18,ecmwf,7,25.7,13.9,0,8.2
2026-06-18,gem,1,26.4,13.7,0,11.9
2026-06-18,gem,2,25.3,13.1,0,10.4
2026-06-18,gem,3,24.8,12.3,0,9
2026-06-18,gem,4,25.1,13.4,0,10.1
2026-06-18,gem,5,26.6,14.2,0,
2026-06-18,gem,7,26.3,14.5,0,11.2
2026-06-18,gfs,1,24.3,13.2,2.8,14.1
2026-06-18,gfs,2,25.2,13.1,0.6,13.1
2026-06-18,gfs,3,25.2,12.1,0.7,12.1
2026-06-18,gfs,4,26.1,14,0.9,11.3
2026-06-18,gfs,5,26.5,14.6,0,14.8
2026-06-18,gfs,6,26.5,11.2,0,14.2
2026-06-18,gfs,7,26.2,14.6,0,18.5
2026-06-18,icon,1,25.8,14.1,0,14.9
2026-06-18,icon,2,25.1,12.5,0,10.4
2026-06-18,icon,3,23.2,13.6,0,10
2026-06-18,icon,4,26.3,13.2,0,9.8
2026-06-18,icon,5,25,16,0,16.9
2026-06-18,icon,6,27.4,12.5,0,11.6
2026-06-18,ukmo,1,25.4,11.6,0,12.2
2026-06-18,ukmo,2,25.1,11.7,0,10.4
2026-06-18,ukmo,3,25.1,12.1,0,10.4
2026-06-18,ukmo,4,25.6,12,0,11.2
2026-06-18,ukmo,5,24.9,13.8,0,12.2
2026-06-18,ukmo,6,26.6,13.4,0,13.3
2026-06-19,arpege,1,28.4,19.1,1.7,
2026-06-19,arpege,2,29.7,16,0,
2026-06-19,arpege,3,28.5,16.7,0,
2026-06-19,ecmwf,1,28.6,16,0,12.2
2026-06-19,ecmwf,2,28.2,15.3,0,10.8
2026-06-19,ecmwf,3,27.4,15.1,0,11.1
2026-06-19,ecmwf,4,28.1,15.2,0,11.9
2026-06-19,ecmwf,5,28,15.6,0,18.4
2026-06-19,ecmwf,6,28.4,12.9,0,11.3
2026-06-19,ecmwf,7,25.9,16.2,0,7.2
2026-06-19,gem,1,29.6,16.8,1.3,11.5
2026-06-19,gem,2,29.5,16.9,1.5,10.4
2026-06-19,gem,3,28.4,16,0.7,10.1
2026-06-19,gem,4,28.5,16.9,0.2,9.4
2026-06-19,gem,5,29.2,15.6,0,
2026-06-19,gem,7,31.3,15,0.3,11.9
2026-06-19,gfs,1,30,16,0.2,11.1
2026-06-19,gfs,2,29.2,15.9,0,12.5
2026-06-19,gfs,3,28.7,16,0,13.7
2026-06-19,gfs,4,27.9,15.3,0,16.1
2026-06-19,gfs,5,27.9,16.2,0,15.3
2026-06-19,gfs,6,29.8,15.5,0,12
2026-06-19,gfs,7,29.8,15.6,0,15.1
2026-06-19,icon,1,30.3,18.5,0,13
2026-06-19,icon,2,30.3,15.3,0.5,7.9
2026-06-19,icon,3,28.7,15.2,0.4,7.5
2026-06-19,icon,4,28.8,16.3,0,7.9
2026-06-19,icon,5,28.8,15.5,0,7.9
2026-06-19,icon,6,29.9,11.3,0,5.7
2026-06-19,ukmo,1,30,16.8,0.1,13
2026-06-19,ukmo,2,29.3,15.8,0.5,10.1
2026-06-19,ukmo,3,29.9,14.8,0,11.2
2026-06-19,ukmo,4,29.5,14.9,0.6,10.4
2026-06-19,ukmo,5,29.6,16,0,11.2
2026-06-19,ukmo,6,29.1,16.3,0,10.8
2026-06-20,arpege,1,28.4,19.6,0.1,
2026-06-20,arpege,2,30.7,20.5,1.7,
2026-06-20,arpege,3,31.1,20.8,0,
2026-06-20,ecmwf,1,28,18.1,2.7,11.7
2026-06-20,ecmwf,2,27.8,20,1.8,15
2026-06-20,ecmwf,3,28.3,19.3,0.6,14.9
2026-06-20,ecmwf,4,28,18.8,10.8,15.6
2026-06-20,ecmwf,5,26.4,18.5,3.9,17.5
2026-06-20,ecmwf,6,26.9,18.5,2.4,16.4
2026-06-20,ecmwf,7,26.6,18.9,2.4,19.5
2026-06-20,gem,1,29.8,20.2,1.3,17.6
2026-06-20,gem,2,29.4,21.1,3.9,15.8
2026-06-20,gem,3,29.2,20.4,0,12.6
2026-06-20,gem,4,28.3,20.2,0.3,11.9
2026-06-20,gem,5,28.4,19.6,0.6,
2026-06-20,gem,7,29.8,20.1,2.1,13.3
2026-06-20,gfs,1,29.2,16,19.3,16
2026-06-20,gfs,2,29.7,16.2,1,12.3
2026-06-20,gfs,3,29.3,15.9,42.1,17.1
2026-06-20,gfs,4,29.6,15.9,13.5,24
2026-06-20,gfs,5,30.8,16,18.1,13.4
2026-06-20,gfs,6,28.8,17.6,0,17.3
2026-06-20,gfs,7,27.8,17.4,7.2,11.9
2026-06-20,icon,1,27.9,18.3,0,15.6
2026-06-20,icon,2,28.7,18.7,0.9,10.2
2026-06-20,icon,3,30,19.1,2.4,6.5
2026-06-20,icon,4,28.4,18.9,0.5,6.9
2026-06-20,icon,5,29.5,16.8,5.1,7.8
2026-06-20,icon,6,29.5,18.1,2.8,9
2026-06-20,ukmo,1,29.9,17.7,7.1,11.9
